number,name,metal_smiles,organ_smiles,topo,GLD,PLD,LCD,q,VSA,GSA,VF,AV,Tem,pH,Dosage,Concentration,Capacity,Source,DOI
246,UiO(66)ZrNH2,[O]12[Zr]34[OH]5[Zr]62[OH]2[Zr]71[OH]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[OH]43,['NC1=C(C([O-])=O)C=CC(C([O-])=O)=C1'],fcu,6.17346,1.29038,6.17346,2.50113,868.38,347.19,0.34205,0.136758,318,9.2,1,155.7760081,40.25153261,Literature,10.1016/j.jcis.2018.12.065
247,BUC(17)Co,[OH2][Co]([OH2])([OH2])[OH2],['C1(N2C[N-]C=C2)=CC(N3C[N-]C=C3)=CC(N4C[N-]C=C4)=C1'],hcb,2.09294,1.04089,2.07248,1.84639,0,0,0.26941,0.145912,298,10,0.5,12.30014252,24.01204975,Literature,10.1007/s42452-020-1981-3
248,BUC(17)Co,[OH2][Co]([OH2])([OH2])[OH2],['C1(N2C[N-]C=C2)=CC(N3C[N-]C=C3)=CC(N4C[N-]C=C4)=C1'],hcb,2.09294,1.04089,2.07248,1.84639,0,0,0.26941,0.145912,298,10,0.5,23.04693573,43.74093029,Literature,10.1007/s42452-020-1981-3
249,BUC(17)Co,[OH2][Co]([OH2])([OH2])[OH2],['C1(N2C[N-]C=C2)=CC(N3C[N-]C=C3)=CC(N4C[N-]C=C4)=C1'],hcb,2.09294,1.04089,2.07248,1.84639,0,0,0.26941,0.145912,298,10,0.5,31.86657813,56.67433273,Literature,10.1007/s42452-020-1981-3
250,BUC(17)Co,[OH2][Co]([OH2])([OH2])[OH2],['C1(N2C[N-]C=C2)=CC(N3C[N-]C=C3)=CC(N4C[N-]C=C4)=C1'],hcb,2.09294,1.04089,2.07248,1.84639,0,0,0.26941,0.145912,298,10,0.5,41.95047292,73.31271055,Literature,10.1007/s42452-020-1981-3
251,BUC(17)Co,[OH2][Co]([OH2])([OH2])[OH2],['C1(N2C[N-]C=C2)=CC(N3C[N-]C=C3)=CC(N4C[N-]C=C4)=C1'],hcb,2.09294,1.04089,2.07248,1.84639,0,0,0.26941,0.145912,298,10,0.5,49.16672065,80.68638248,Literature,10.1007/s42452-020-1981-3
252,BUC(17)Co,[OH2][Co]([OH2])([OH2])[OH2],['C1(N2C[N-]C=C2)=CC(N3C[N-]C=C3)=CC(N4C[N-]C=C4)=C1'],hcb,2.09294,1.04089,2.07248,1.84639,0,0,0.26941,0.145912,298,10,0.5,84.29207698,114.4665069,Literature,10.1007/s42452-020-1981-3
253,BUC(17)Co,[OH2][Co]([OH2])([OH2])[OH2],['C1(N2C[N-]C=C2)=CC(N3C[N-]C=C3)=CC(N4C[N-]C=C4)=C1'],hcb,2.09294,1.04089,2.07248,1.84639,0,0,0.26941,0.145912,298,10,0.5,138.5703874,128.9054807,Literature,10.1007/s42452-020-1981-3
254,BUC(17)Co,[OH2][Co]([OH2])([OH2])[OH2],['C1(N2C[N-]C=C2)=CC(N3C[N-]C=C3)=CC(N4C[N-]C=C4)=C1'],hcb,2.09294,1.04089,2.07248,1.84639,0,0,0.26941,0.145912,303,10,0.5,11.99177248,23.39530967,Literature,10.1007/s42452-020-1981-3
255,BUC(17)Co,[OH2][Co]([OH2])([OH2])[OH2],['C1(N2C[N-]C=C2)=CC(N3C[N-]C=C3)=CC(N4C[N-]C=C4)=C1'],hcb,2.09294,1.04089,2.07248,1.84639,0,0,0.26941,0.145912,303,10,0.5,22.41480954,41.8884426,Literature,10.1007/s42452-020-1981-3
256,BUC(17)Co,[OH2][Co]([OH2])([OH2])[OH2],['C1(N2C[N-]C=C2)=CC(N3C[N-]C=C3)=CC(N4C[N-]C=C4)=C1'],hcb,2.09294,1.04089,2.07248,1.84639,0,0,0.26941,0.145912,303,10,0.5,32.49870433,58.52682042,Literature,10.1007/s42452-020-1981-3
257,BUC(17)Co,[OH2][Co]([OH2])([OH2])[OH2],['C1(N2C[N-]C=C2)=CC(N3C[N-]C=C3)=CC(N4C[N-]C=C4)=C1'],hcb,2.09294,1.04089,2.07248,1.84639,0,0,0.26941,0.145912,303,10,0.5,38.75906971,62.81225706,Literature,10.1007/s42452-020-1981-3
258,BUC(17)Co,[OH2][Co]([OH2])([OH2])[OH2],['C1(N2C[N-]C=C2)=CC(N3C[N-]C=C3)=CC(N4C[N-]C=C4)=C1'],hcb,2.09294,1.04089,2.07248,1.84639,0,0,0.26941,0.145912,303,10,0.5,48.19545219,76.97913967,Literature,10.1007/s42452-020-1981-3
259,BUC(17)Co,[OH2][Co]([OH2])([OH2])[OH2],['C1(N2C[N-]C=C2)=CC(N3C[N-]C=C3)=CC(N4C[N-]C=C4)=C1'],hcb,2.09294,1.04089,2.07248,1.84639,0,0,0.26941,0.145912,303,10,0.5,82.05655611,107.0542887,Literature,10.1007/s42452-020-1981-3
260,BUC(17)Co,[OH2][Co]([OH2])([OH2])[OH2],['C1(N2C[N-]C=C2)=CC(N3C[N-]C=C3)=CC(N4C[N-]C=C4)=C1'],hcb,2.09294,1.04089,2.07248,1.84639,0,0,0.26941,0.145912,303,10,0.5,137.6145051,125.8172454,Literature,10.1007/s42452-020-1981-3
261,BUC(17)Co,[OH2][Co]([OH2])([OH2])[OH2],['C1(N2C[N-]C=C2)=CC(N3C[N-]C=C3)=CC(N4C[N-]C=C4)=C1'],hcb,2.09294,1.04089,2.07248,1.84639,0,0,0.26941,0.145912,308,10,0.5,11.34426017,20.92381446,Literature,10.1007/s42452-020-1981-3
262,BUC(17)Co,[OH2][Co]([OH2])([OH2])[OH2],['C1(N2C[N-]C=C2)=CC(N3C[N-]C=C3)=CC(N4C[N-]C=C4)=C1'],hcb,2.09294,1.04089,2.07248,1.84639,0,0,0.26941,0.145912,308,10,0.5,20.81141487,36.3287121,Literature,10.1007/s42452-020-1981-3
263,BUC(17)Co,[OH2][Co]([OH2])([OH2])[OH2],['C1(N2C[N-]C=C2)=CC(N3C[N-]C=C3)=CC(N4C[N-]C=C4)=C1'],hcb,2.09294,1.04089,2.07248,1.84639,0,0,0.26941,0.145912,308,10,0.5,30.58693962,52.35034983,Literature,10.1007/s42452-020-1981-3
264,BUC(17)Co,[OH2][Co]([OH2])([OH2])[OH2],['C1(N2C[N-]C=C2)=CC(N3C[N-]C=C3)=CC(N4C[N-]C=C4)=C1'],hcb,2.09294,1.04089,2.07248,1.84639,0,0,0.26941,0.145912,308,10,0.5,42.44412412,69.5941306,Literature,10.1007/s42452-020-1981-3
265,BUC(17)Co,[OH2][Co]([OH2])([OH2])[OH2],['C1(N2C[N-]C=C2)=CC(N3C[N-]C=C3)=CC(N4C[N-]C=C4)=C1'],hcb,2.09294,1.04089,2.07248,1.84639,0,0,0.26941,0.145912,308,10,0.5,47.25495595,74.50991189,Literature,10.1007/s42452-020-1981-3
266,BUC(17)Co,[OH2][Co]([OH2])([OH2])[OH2],['C1(N2C[N-]C=C2)=CC(N3C[N-]C=C3)=CC(N4C[N-]C=C4)=C1'],hcb,2.09294,1.04089,2.07248,1.84639,0,0,0.26941,0.145912,308,10,0.5,80.45316145,101.4945582,Literature,10.1007/s42452-020-1981-3
267,BUC(17)Co,[OH2][Co]([OH2])([OH2])[OH2],['C1(N2C[N-]C=C2)=CC(N3C[N-]C=C3)=CC(N4C[N-]C=C4)=C1'],hcb,2.09294,1.04089,2.07248,1.84639,0,0,0.26941,0.145912,308,10,0.5,136.3348665,121.4932625,Literature,10.1007/s42452-020-1981-3
268,GUT(3)Zn,[Zn][OH2][Zn],['CC1=CC=C(N(CC2=CC=C(C=C2)C([O-])=O)CC3=CC=C(C=C3)C([O-])=O)C=C1'],dia,3.06511,1.48346,3.04145,1.3739,0,0,0.37579,0.27352,298,3,0.4,1.089286922,2.50430312,Literature,10.1002/aoc.5584
269,GUT(3)Zn,[Zn][OH2][Zn],['CC1=CC=C(N(CC2=CC=C(C=C2)C([O-])=O)CC3=CC=C(C=C3)C([O-])=O)C=C1'],dia,3.06511,1.48346,3.04145,1.3739,0,0,0.37579,0.27352,298,3,0.4,2.155348271,4.950542306,Literature,10.1002/aoc.5584
270,GUT(3)Zn,[Zn][OH2][Zn],['CC1=CC=C(N(CC2=CC=C(C=C2)C([O-])=O)CC3=CC=C(C=C3)C([O-])=O)C=C1'],dia,3.06511,1.48346,3.04145,1.3739,0,0,0.37579,0.27352,298,3,0.4,3.978127373,6.880519832,Literature,10.1002/aoc.5584
271,GUT(3)Zn,[Zn][OH2][Zn],['CC1=CC=C(N(CC2=CC=C(C=C2)C([O-])=O)CC3=CC=C(C=C3)C([O-])=O)C=C1'],dia,3.06511,1.48346,3.04145,1.3739,0,0,0.37579,0.27352,298,3,0.4,6.398066791,8.552084664,Literature,10.1002/aoc.5584
272,GUT(3)Zn,[Zn][OH2][Zn],['CC1=CC=C(N(CC2=CC=C(C=C2)C([O-])=O)CC3=CC=C(C=C3)C([O-])=O)C=C1'],dia,3.06511,1.48346,3.04145,1.3739,0,0,0.37579,0.27352,298,3,0.4,9.585487399,12.79909503,Literature,10.1002/aoc.5584
273,GUT(3)Zn,[Zn][OH2][Zn],['CC1=CC=C(N(CC2=CC=C(C=C2)C([O-])=O)CC3=CC=C(C=C3)C([O-])=O)C=C1'],dia,3.06511,1.48346,3.04145,1.3739,0,0,0.37579,0.27352,298,3,0.4,12.89644701,16.91712454,Literature,10.1002/aoc.5584
274,GUT(3)Zn,[Zn][OH2][Zn],['CC1=CC=C(N(CC2=CC=C(C=C2)C([O-])=O)CC3=CC=C(C=C3)C([O-])=O)C=C1'],dia,3.06511,1.48346,3.04145,1.3739,0,0,0.37579,0.27352,298,3,0.4,20.85071744,18.19509482,Literature,10.1002/aoc.5584
275,GUT(3)Zn,[Zn][OH2][Zn],['CC1=CC=C(N(CC2=CC=C(C=C2)C([O-])=O)CC3=CC=C(C=C3)C([O-])=O)C=C1'],dia,3.06511,1.48346,3.04145,1.3739,0,0,0.37579,0.27352,298,3,0.4,25.03166645,21.86112761,Literature,10.1002/aoc.5584
276,GUT(3)Zn,[Zn][OH2][Zn],['CC1=CC=C(N(CC2=CC=C(C=C2)C([O-])=O)CC3=CC=C(C=C3)C([O-])=O)C=C1'],dia,3.06511,1.48346,3.04145,1.3739,0,0,0.37579,0.27352,298,3,0.4,33.578873,28.99972189,Literature,10.1002/aoc.5584
277,GUT(3)Zn,[Zn][OH2][Zn],['CC1=CC=C(N(CC2=CC=C(C=C2)C([O-])=O)CC3=CC=C(C=C3)C([O-])=O)C=C1'],dia,3.06511,1.48346,3.04145,1.3739,0,0,0.37579,0.27352,298,3,0.4,53.9556835,28.71582872,Literature,10.1002/aoc.5584
278,iMOF(1C)Ni,[Ni],['N(C1=CC=C(N2C=C[N-]C2)C=C1)(C3=CC=C(N4C=C[N-]C4)C=C3)C5=CC=C(N6C=C[N-]C6)C=C5'],bnn,5.49528,3.1301,5.31569,1.19291,984.69,825.46,0.45501,0.381429,298,7,1,3.07885795,0.23255814,Literature,10.1002/anie.202000670
279,iMOF(1C)Ni,[Ni],['N(C1=CC=C(N2C=C[N-]C2)C=C1)(C3=CC=C(N4C=C[N-]C4)C=C3)C5=CC=C(N6C=C[N-]C6)C=C5'],bnn,5.49528,3.1301,5.31569,1.19291,984.69,825.46,0.45501,0.381429,298,7,1,129.2109793,26.74418605,Literature,10.1002/anie.202000670
280,iMOF(1C)Ni,[Ni],['N(C1=CC=C(N2C=C[N-]C2)C=C1)(C3=CC=C(N4C=C[N-]C4)C=C3)C5=CC=C(N6C=C[N-]C6)C=C5'],bnn,5.49528,3.1301,5.31569,1.19291,984.69,825.46,0.45501,0.381429,298,7,1,243.4826353,41.39534884,Literature,10.1002/anie.202000670
281,iMOF(1C)Ni,[Ni],['N(C1=CC=C(N2C=C[N-]C2)C=C1)(C3=CC=C(N4C=C[N-]C4)C=C3)C5=CC=C(N6C=C[N-]C6)C=C5'],bnn,5.49528,3.1301,5.31569,1.19291,984.69,825.46,0.45501,0.381429,298,7,1,546.9952782,46.04651163,Literature,10.1002/anie.202000670
282,iMOF(1C)Ni,[Ni],['N(C1=CC=C(N2C=C[N-]C2)C=C1)(C3=CC=C(N4C=C[N-]C4)C=C3)C5=CC=C(N6C=C[N-]C6)C=C5'],bnn,5.49528,3.1301,5.31569,1.19291,984.69,825.46,0.45501,0.381429,298,7,1,1062.130091,60.23255814,Literature,10.1002/anie.202000670
283,iMOF(1C)Ni,[Ni],['N(C1=CC=C(N2C=C[N-]C2)C=C1)(C3=CC=C(N4C=C[N-]C4)C=C3)C5=CC=C(N6C=C[N-]C6)C=C5'],bnn,5.49528,3.1301,5.31569,1.19291,984.69,825.46,0.45501,0.381429,298,7,1,1584.883721,84.88372093,Literature,10.1002/anie.202000670
284,MIL(88A)Fe,[O][Fe][O]([Fe][O])[Fe][O],['C(/C=C/C(=O)[O-])C(=O)[O-]'],acs,8.61957,8.10066,8.61957,0.817919,2366.84,2893.73,0.7116,0.870012,298,11,0.2,0.9,4.5,Literature,10.1016/j.chemosphere.2020.126829
285,MIL(88A)Fe,[O][Fe][O]([Fe][O])[Fe][O],['C(/C=C/C(=O)[O-])C(=O)[O-]'],acs,8.61957,8.10066,8.61957,0.817919,2366.84,2893.73,0.7116,0.870012,298,11,0.2,5.04,25.2,Literature,10.1016/j.chemosphere.2020.126829
286,MIL(88A)Fe,[O][Fe][O]([Fe][O])[Fe][O],['C(/C=C/C(=O)[O-])C(=O)[O-]'],acs,8.61957,8.10066,8.61957,0.817919,2366.84,2893.73,0.7116,0.870012,298,11,0.2,10.08,50.4,Literature,10.1016/j.chemosphere.2020.126829
287,MIL(88A)Fe,[O][Fe][O]([Fe][O])[Fe][O],['C(/C=C/C(=O)[O-])C(=O)[O-]'],acs,8.61957,8.10066,8.61957,0.817919,2366.84,2893.73,0.7116,0.870012,298,11,0.2,15.12,75.6,Literature,10.1016/j.chemosphere.2020.126829
288,MIL(88A)Fe,[O][Fe][O]([Fe][O])[Fe][O],['C(/C=C/C(=O)[O-])C(=O)[O-]'],acs,8.61957,8.10066,8.61957,0.817919,2366.84,2893.73,0.7116,0.870012,298,11,0.2,20.00910506,98.1,Literature,10.1016/j.chemosphere.2020.126829
289,MIL(88A)Fe,[O][Fe][O]([Fe][O])[Fe][O],['C(/C=C/C(=O)[O-])C(=O)[O-]'],acs,8.61957,8.10066,8.61957,0.817919,2366.84,2893.73,0.7116,0.870012,298,11,0.2,25.02474708,122.4,Literature,10.1016/j.chemosphere.2020.126829
290,MIL(88A)Fe,[O][Fe][O]([Fe][O])[Fe][O],['C(/C=C/C(=O)[O-])C(=O)[O-]'],acs,8.61957,8.10066,8.61957,0.817919,2366.84,2893.73,0.7116,0.870012,298,11,0.2,30.08373541,136.8,Literature,10.1016/j.chemosphere.2020.126829
291,MIL(88A)Fe,[O][Fe][O]([Fe][O])[Fe][O],['C(/C=C/C(=O)[O-])C(=O)[O-]'],acs,8.61957,8.10066,8.61957,0.817919,2366.84,2893.73,0.7116,0.870012,298,11,0.2,40.14287938,154.8,Literature,10.1016/j.chemosphere.2020.126829
292,MIL(88A)Fe,[O][Fe][O]([Fe][O])[Fe][O],['C(/C=C/C(=O)[O-])C(=O)[O-]'],acs,8.61957,8.10066,8.61957,0.817919,2366.84,2893.73,0.7116,0.870012,298,11,0.2,50.03626459,163.8,Literature,10.1016/j.chemosphere.2020.126829
293,MIL(88A)Fe,[O][Fe][O]([Fe][O])[Fe][O],['C(/C=C/C(=O)[O-])C(=O)[O-]'],acs,8.61957,8.10066,8.61957,0.817919,2366.84,2893.73,0.7116,0.870012,303,11,0.2,0.9,4.5,Literature,10.1016/j.chemosphere.2020.126829
294,MIL(88A)Fe,[O][Fe][O]([Fe][O])[Fe][O],['C(/C=C/C(=O)[O-])C(=O)[O-]'],acs,8.61957,8.10066,8.61957,0.817919,2366.84,2893.73,0.7116,0.870012,303,11,0.2,5.04,25.2,Literature,10.1016/j.chemosphere.2020.126829
295,MIL(88A)Fe,[O][Fe][O]([Fe][O])[Fe][O],['C(/C=C/C(=O)[O-])C(=O)[O-]'],acs,8.61957,8.10066,8.61957,0.817919,2366.84,2893.73,0.7116,0.870012,303,11,0.2,10.08,50.4,Literature,10.1016/j.chemosphere.2020.126829
296,MIL(88A)Fe,[O][Fe][O]([Fe][O])[Fe][O],['C(/C=C/C(=O)[O-])C(=O)[O-]'],acs,8.61957,8.10066,8.61957,0.817919,2366.84,2893.73,0.7116,0.870012,303,11,0.2,15.35346304,75.6,Literature,10.1016/j.chemosphere.2020.126829
297,MIL(88A)Fe,[O][Fe][O]([Fe][O])[Fe][O],['C(/C=C/C(=O)[O-])C(=O)[O-]'],acs,8.61957,8.10066,8.61957,0.817919,2366.84,2893.73,0.7116,0.870012,303,11,0.2,20.00910506,98.1,Literature,10.1016/j.chemosphere.2020.126829
298,MIL(88A)Fe,[O][Fe][O]([Fe][O])[Fe][O],['C(/C=C/C(=O)[O-])C(=O)[O-]'],acs,8.61957,8.10066,8.61957,0.817919,2366.84,2893.73,0.7116,0.870012,303,11,0.2,25.02474708,122.4,Literature,10.1016/j.chemosphere.2020.126829
299,MIL(88A)Fe,[O][Fe][O]([Fe][O])[Fe][O],['C(/C=C/C(=O)[O-])C(=O)[O-]'],acs,8.61957,8.10066,8.61957,0.817919,2366.84,2893.73,0.7116,0.870012,303,11,0.2,30.01066148,134.1,Literature,10.1016/j.chemosphere.2020.126829
300,MIL(88A)Fe,[O][Fe][O]([Fe][O])[Fe][O],['C(/C=C/C(=O)[O-])C(=O)[O-]'],acs,8.61957,8.10066,8.61957,0.817919,2366.84,2893.73,0.7116,0.870012,303,11,0.2,39.95276265,144.9,Literature,10.1016/j.chemosphere.2020.126829
301,MIL(88A)Fe,[O][Fe][O]([Fe][O])[Fe][O],['C(/C=C/C(=O)[O-])C(=O)[O-]'],acs,8.61957,8.10066,8.61957,0.817919,2366.84,2893.73,0.7116,0.870012,303,11,0.2,49.96319066,161.1,Literature,10.1016/j.chemosphere.2020.126829
302,MIL(88A)Fe,[O][Fe][O]([Fe][O])[Fe][O],['C(/C=C/C(=O)[O-])C(=O)[O-]'],acs,8.61957,8.10066,8.61957,0.817919,2366.84,2893.73,0.7116,0.870012,308,11,0.2,0.9,4.5,Literature,10.1016/j.chemosphere.2020.126829
303,MIL(88A)Fe,[O][Fe][O]([Fe][O])[Fe][O],['C(/C=C/C(=O)[O-])C(=O)[O-]'],acs,8.61957,8.10066,8.61957,0.817919,2366.84,2893.73,0.7116,0.870012,308,11,0.2,5.04,25.2,Literature,10.1016/j.chemosphere.2020.126829
304,MIL(88A)Fe,[O][Fe][O]([Fe][O])[Fe][O],['C(/C=C/C(=O)[O-])C(=O)[O-]'],acs,8.61957,8.10066,8.61957,0.817919,2366.84,2893.73,0.7116,0.870012,308,11,0.2,10.08,50.4,Literature,10.1016/j.chemosphere.2020.126829
305,MIL(88A)Fe,[O][Fe][O]([Fe][O])[Fe][O],['C(/C=C/C(=O)[O-])C(=O)[O-]'],acs,8.61957,8.10066,8.61957,0.817919,2366.84,2893.73,0.7116,0.870012,308,11,0.2,14.94,74.7,Literature,10.1016/j.chemosphere.2020.126829
306,MIL(88A)Fe,[O][Fe][O]([Fe][O])[Fe][O],['C(/C=C/C(=O)[O-])C(=O)[O-]'],acs,8.61957,8.10066,8.61957,0.817919,2366.84,2893.73,0.7116,0.870012,308,11,0.2,20.00910506,98.1,Literature,10.1016/j.chemosphere.2020.126829
307,MIL(88A)Fe,[O][Fe][O]([Fe][O])[Fe][O],['C(/C=C/C(=O)[O-])C(=O)[O-]'],acs,8.61957,8.10066,8.61957,0.817919,2366.84,2893.73,0.7116,0.870012,308,11,0.2,25.00038911,121.5,Literature,10.1016/j.chemosphere.2020.126829
308,MIL(88A)Fe,[O][Fe][O]([Fe][O])[Fe][O],['C(/C=C/C(=O)[O-])C(=O)[O-]'],acs,8.61957,8.10066,8.61957,0.817919,2366.84,2893.73,0.7116,0.870012,308,11,0.2,29.93284047,134.1,Literature,10.1016/j.chemosphere.2020.126829
309,MIL(88A)Fe,[O][Fe][O]([Fe][O])[Fe][O],['C(/C=C/C(=O)[O-])C(=O)[O-]'],acs,8.61957,8.10066,8.61957,0.817919,2366.84,2893.73,0.7116,0.870012,308,11,0.2,39.93315175,141.3,Literature,10.1016/j.chemosphere.2020.126829
310,MIL(88A)Fe,[O][Fe][O]([Fe][O])[Fe][O],['C(/C=C/C(=O)[O-])C(=O)[O-]'],acs,8.61957,8.10066,8.61957,0.817919,2366.84,2893.73,0.7116,0.870012,308,11,0.2,49.94357977,157.5,Literature,10.1016/j.chemosphere.2020.126829
311,MOF(76)Y,[Y],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],pcu,6.80122,6.39579,6.80122,1.29813,1554.38,1197.39,0.5754,0.443252,298,10,0.5,20.16155467,33.80159971,Literature,10.1016/j.cej.2020.125292
312,MOF(76)Y,[Y],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],pcu,6.80122,6.39579,6.80122,1.29813,1554.38,1197.39,0.5754,0.443252,298,10,0.5,50.14722665,78.83078362,Literature,10.1016/j.cej.2020.125292
313,MOF(76)Y,[Y],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],pcu,6.80122,6.39579,6.80122,1.29813,1554.38,1197.39,0.5754,0.443252,298,10,0.5,99.91129196,131.8902926,Literature,10.1016/j.cej.2020.125292
314,MOF(76)Y,[Y],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],pcu,6.80122,6.39579,6.80122,1.29813,1554.38,1197.39,0.5754,0.443252,298,10,0.5,150.2026283,157.3495181,Literature,10.1016/j.cej.2020.125292
315,MOF(76)Y,[Y],['c1c(cc(cc1C(=O)[O-])C(=O)[O-])C(=O)[O-]'],pcu,6.80122,6.39579,6.80122,1.29813,1554.38,1197.39,0.5754,0.443252,298,10,0.5,200.3908029,165.9662362,Literature,10.1016/j.cej.2020.125292
316,MOF(76)YAc,[Y],['O=C(C1=CC(C([O-])=O)=C(C([O-])=O)C(C([O-])=O)=C1)[O-]'],pcu,8.86151,4.15241,8.86151,0.875522,1930.47,2204.94,0.70364,0.803681,298,10,0.5,20.19880751,39.88361629,Literature,10.1016/j.cej.2020.125292
317,MOF(76)YAc,[Y],['O=C(C1=CC(C([O-])=O)=C(C([O-])=O)C(C([O-])=O)=C1)[O-]'],pcu,8.86151,4.15241,8.86151,0.875522,1930.47,2204.94,0.70364,0.803681,298,10,0.5,50.03833373,98.94731815,Literature,10.1016/j.cej.2020.125292
318,MOF(76)YAc,[Y],['O=C(C1=CC(C([O-])=O)=C(C([O-])=O)C(C([O-])=O)=C1)[O-]'],pcu,8.86151,4.15241,8.86151,0.875522,1930.47,2204.94,0.70364,0.803681,298,10,0.5,100.1978523,178.6750356,Literature,10.1016/j.cej.2020.125292
319,MOF(76)YAc,[Y],['O=C(C1=CC(C([O-])=O)=C(C([O-])=O)C(C([O-])=O)=C1)[O-]'],pcu,8.86151,4.15241,8.86151,0.875522,1930.47,2204.94,0.70364,0.803681,298,10,0.5,150.0106329,201.7932141,Literature,10.1016/j.cej.2020.125292
320,MOF(76)YAc,[Y],['O=C(C1=CC(C([O-])=O)=C(C([O-])=O)C(C([O-])=O)=C1)[O-]'],pcu,8.86151,4.15241,8.86151,0.875522,1930.47,2204.94,0.70364,0.803681,298,10,0.5,200.2016731,210.8777795,Literature,10.1016/j.cej.2020.125292
321,UiO(66)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],fcu,8.98564,3.87578,8.98564,1.21741,1397.1,1147.6,0.61325,0.503735,298,4.7,1,50,43.72469636,Literature,10.1016/j.cej.2019.122921
322,UiO(66)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],fcu,8.98564,3.87578,8.98564,1.21741,1397.1,1147.6,0.61325,0.503735,298,4.7,1,100,68.01619433,Literature,10.1016/j.cej.2019.122921
323,UiO(66)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],fcu,8.98564,3.87578,8.98564,1.21741,1397.1,1147.6,0.61325,0.503735,298,4.7,1,200,97.1659919,Literature,10.1016/j.cej.2019.122921
324,UiO(66)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],fcu,8.98564,3.87578,8.98564,1.21741,1397.1,1147.6,0.61325,0.503735,298,4.7,1,300,119.0283401,Literature,10.1016/j.cej.2019.122921
325,UiO(66)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],fcu,8.98564,3.87578,8.98564,1.21741,1397.1,1147.6,0.61325,0.503735,298,4.7,1,500,161.5384615,Literature,10.1016/j.cej.2019.122921
326,UiO(66)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],fcu,8.98564,3.87578,8.98564,1.21741,1397.1,1147.6,0.61325,0.503735,298,4.7,1,700,210.1214575,Literature,10.1016/j.cej.2019.122921
327,UiO(66)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],fcu,8.98564,3.87578,8.98564,1.21741,1397.1,1147.6,0.61325,0.503735,298,4.7,1,800,223.4817814,Literature,10.1016/j.cej.2019.122921
328,UiO(66)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],fcu,8.98564,3.87578,8.98564,1.21741,1397.1,1147.6,0.61325,0.503735,298,4.7,1,900,248.9878543,Literature,10.1016/j.cej.2019.122921
329,UiO(66)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],fcu,8.98564,3.87578,8.98564,1.21741,1397.1,1147.6,0.61325,0.503735,298,4.7,1,1000,264.7773279,Literature,10.1016/j.cej.2019.122921
330,UiO(66)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],fcu,8.98564,3.87578,8.98564,1.21741,1397.1,1147.6,0.61325,0.503735,298,4.7,1,1100,267.2064777,Literature,10.1016/j.cej.2019.122921
331,UiO(66)Zr,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,['c1(cc(ccc1C(=O)[O-])C(=O)[O-])'],fcu,8.98564,3.87578,8.98564,1.21741,1397.1,1147.6,0.61325,0.503735,298,7,1,68.07495909,61.65957447,Literature,10.1016/j.molliq.2020.113552
